Page ID,Page name,Disclaimer,Amount spent (PGK),Number of ads in Library
102645009116646,Veti cunoaste Adevarul si Adevarul va va elibera,These ads ran without a disclaimer,≤100,1
101654825098809,Ecologie et Bienveillance,These ads ran without a disclaimer,≤100,2
109833552020158,Jox-14,These ads ran without a disclaimer,≤100,1
520225818356583,Joelle Charan,These ads ran without a disclaimer,≤100,1
101787968733573,New to Money,These ads ran without a disclaimer,≤100,1
68644810672,"Liorel, Art from Israel",These ads ran without a disclaimer,≤100,1
1825921937430191,Entoneyo's Way School,These ads ran without a disclaimer,≤100,1
105617762861259,OPS Objects,These ads ran without a disclaimer,≤100,1
201594923210735,Muniba Mazari,These ads ran without a disclaimer,≤100,4
64982236830,Alumni Association of the University of Michigan,These ads ran without a disclaimer,≤100,2
112934707194200,International Coconut Community,These ads ran without a disclaimer,≤100,1
47815171686,Banyan Tree Hotels & Resorts,These ads ran without a disclaimer,≤100,1
133497463390598,Telugu Filmnagar,These ads ran without a disclaimer,≤100,1
113875114962092,Yep-40,These ads ran without a disclaimer,≤100,1
355096392156850,Our Funny Little Site Fun,These ads ran without a disclaimer,≤100,1
656462304404326,Служба розшуку дітей,These ads ran without a disclaimer,≤100,1
114182858222155,1hmy-sugar0105c,These ads ran without a disclaimer,≤100,1
191367330892004,UBC Engineering,These ads ran without a disclaimer,≤100,1
103739172665723,Awe19,These ads ran without a disclaimer,≤100,1
107012889004061,Awe18,These ads ran without a disclaimer,≤100,1
114247604036354,Инфограф,These ads ran without a disclaimer,≤100,1
600406573327244,中国新闻社,These ads ran without a disclaimer,≤100,2
1896993947201599,Basso.official,These ads ran without a disclaimer,≤100,1
106170661628518,香港V,These ads ran without a disclaimer,≤100,2
100732131517309,Female in Africa - Women Of African Nations and Beyond,These ads ran without a disclaimer,≤100,1
110518398307681,Brainety,These ads ran without a disclaimer,≤100,2
142329112477770,البنك الدولي,These ads ran without a disclaimer,≤100,6
1566040593688735,The Fuddhist,These ads ran without a disclaimer,≤100,1
100636899712,Uusi Suomi,These ads ran without a disclaimer,≤100,3
105343925518031,Mojor-Z5,These ads ran without a disclaimer,≤100,1
118522447837797,Awe10,These ads ran without a disclaimer,≤100,1
66836833178,Healthcare Finance,These ads ran without a disclaimer,≤100,1
169687486427698,Jentezen Franklin,These ads ran without a disclaimer,≤100,1
109986625274577,Kaspersky: App Lock Security,These ads ran without a disclaimer,≤100,1
101750192796200,Emd chat3,These ads ran without a disclaimer,≤100,1
100523895345958,History Lovers Only,These ads ran without a disclaimer,≤100,1
105226841774989,Science101 Trends,These ads ran without a disclaimer,≤100,1
134571176638205,One Tree Planted,These ads ran without a disclaimer,≤100,6
114195051618874,Baby Big Debut,These ads ran without a disclaimer,≤100,1
108619972038603,Vincent Russo,These ads ran without a disclaimer,≤100,2
120713827632859,C301-35,These ads ran without a disclaimer,≤100,1
145521742161580,International Association for the Study of Lung Cancer,These ads ran without a disclaimer,≤100,1
110427138781843,31n1-0711,These ads ran without a disclaimer,≤100,1
299342739925363,House Cultures,These ads ran without a disclaimer,≤100,1
242351902481164,The Radical Tea Towel Company,These ads ran without a disclaimer,≤100,2
103393035778315,Alotofstylewe.com,These ads ran without a disclaimer,≤100,2
103128059291677,Saaraba,These ads ran without a disclaimer,≤100,2
117760306750410,Blue Thunder Media Production,These ads ran without a disclaimer,≤100,1
222801630909735,Echoes Of Palestine,These ads ran without a disclaimer,≤100,14
101567895290702,Me Time - Today,These ads ran without a disclaimer,≤100,2
113433751755357,Solarluck shop,These ads ran without a disclaimer,≤100,1
101476146034187,Cosrvation,These ads ran without a disclaimer,≤100,2
100250128285411,Asia Financial,These ads ran without a disclaimer,≤100,1
110113055153318,Claudia Mota,These ads ran without a disclaimer,≤100,1
101935744962053,VidToon,These ads ran without a disclaimer,≤100,1
106285282396345,Hot Cars Freaks,These ads ran without a disclaimer,≤100,2
101805888827053,Photography Weekly,These ads ran without a disclaimer,≤100,2
132624239942158,Benson Agnes,These ads ran without a disclaimer,≤100,3
101335125357095,CZ App,These ads ran without a disclaimer,≤100,2
105023088680055,TravelWorld,These ads ran without a disclaimer,≤100,1
144460788957278,IFT - Institute of Food Technologists,These ads ran without a disclaimer,≤100,1
116679401363112,Kelce Jam,These ads ran without a disclaimer,≤100,2
190533360983432,FUF - Föreningen för Utvecklingsfrågor,These ads ran without a disclaimer,≤100,1
113919231614263,Magic1419-01,These ads ran without a disclaimer,≤100,2
104107742271533,Santa Browser,These ads ran without a disclaimer,≤100,1
109503308310732,ImpactGuru India,These ads ran without a disclaimer,≤100,1
200226622453,NOWNESS,These ads ran without a disclaimer,≤100,3
101715608808670,Judgment Day: Angel of God,These ads ran without a disclaimer,≤100,3
258495640860286,Uklon,These ads ran without a disclaimer,≤100,2
104177748302844,Unsolved Mysteries,These ads ran without a disclaimer,≤100,2
109501631856985,Gencestyle,These ads ran without a disclaimer,≤100,2
109434628705231,Kiki115604,These ads ran without a disclaimer,≤100,1
102105095305905,Society of Modern Sciences,These ads ran without a disclaimer,≤100,1
374873087405,PEN - Peer Educators Network,These ads ran without a disclaimer,≤100,1
105424968951147,Book5281-Reader,These ads ran without a disclaimer,≤100,1
111207865267548,Michael Wallace,These ads ran without a disclaimer,≤100,1
123093917546136,TERA-Award,These ads ran without a disclaimer,≤100,2
317523675504246,Cookie - Fun Games,These ads ran without a disclaimer,≤100,2
103357589359693,Old World Theology,These ads ran without a disclaimer,≤100,1
155174084508744,Banque mondiale,These ads ran without a disclaimer,≤100,32
108668965172534,Hyper Modernity,These ads ran without a disclaimer,≤100,2
102040279188611,Support Ukrainians WW,These ads ran without a disclaimer,≤100,3
1297262943720616,Fuqing China,These ads ran without a disclaimer,≤100,1
107794078023949,Animals 101,These ads ran without a disclaimer,≤100,1
1514424372026146,IOM Vanuatu,These ads ran without a disclaimer,≤100,1
101928486111131,GoodKalos1,These ads ran without a disclaimer,≤100,1
109012191496568,The Fabcrunch Media,These ads ran without a disclaimer,≤100,1
108615842526079,The Ronald Reagan Presidential Foundation and Institute,These ads ran without a disclaimer,≤100,1
106115675410815,Strangealien,These ads ran without a disclaimer,≤100,2
427884427330834,Cafe 125 & Cook's Country Grocery Store-Topplez Corporation,These ads ran without a disclaimer,≤100,1
154680184946903,Superplastic,These ads ran without a disclaimer,≤100,1
104571398575273,Kickstarter Projects You Need Now,These ads ran without a disclaimer,≤100,2
189511517728260,BMayzee,These ads ran without a disclaimer,≤100,1
904099079645217,Lisa Cox,These ads ran without a disclaimer,≤100,2
348374381978088,Grass-wood,These ads ran without a disclaimer,≤100,1
100442842833627,Funny Story,These ads ran without a disclaimer,≤100,1
102519461477326,Viện Thẩm Mỹ Mega Gangnam Việt Nam,These ads ran without a disclaimer,≤100,1
105469568721137,Kissy - Find Your Partner for Free,These ads ran without a disclaimer,≤100,1
2238793973101135,Leonardo Ferraz,These ads ran without a disclaimer,≤100,1
105022575846560,Magic1674-01,These ads ran without a disclaimer,≤100,1
513609275343306,Thamizh Padam,These ads ran without a disclaimer,≤100,1
110500442046823,Karter Craig,These ads ran without a disclaimer,≤100,1
103783772159451,Vidbuzz,These ads ran without a disclaimer,≤100,3
109417718569522,Plat Service,These ads ran without a disclaimer,≤100,1
176875022370569,ELi Publishing,These ads ran without a disclaimer,≤100,1
118592938221174,ZTE Corporation,These ads ran without a disclaimer,≤100,3
102655988684441,Your New Favorite Crowdfunding Projects,These ads ran without a disclaimer,≤100,3
169866980156173,State Power Investment Corp,These ads ran without a disclaimer,≤100,1
105807338039355,Fork Daily,These ads ran without a disclaimer,≤100,2
103232409133752,YOUNG VOICE,These ads ran without a disclaimer,≤100,1
141289332596921,PECB,These ads ran without a disclaimer,≤100,2
127022853648701,Dawnmoments,These ads ran without a disclaimer,≤100,1
17164098244,JM International,These ads ran without a disclaimer,≤100,1
108452661636007,Noveland6,These ads ran without a disclaimer,≤100,2
112040347970924,Octopus Reading,These ads ran without a disclaimer,≤100,1
1896684277254815,Sebastian Beja,These ads ran without a disclaimer,≤100,1
298593363892757,Ciudad de sevilla,These ads ran without a disclaimer,≤100,1
107081348851873,Mermaid 119,These ads ran without a disclaimer,≤100,1
105704072383926,Jonathan Broughton,These ads ran without a disclaimer,≤100,1
180520171996876,IslamInSpanish,These ads ran without a disclaimer,≤100,2
100949305633793,Silent_High Quality113-V,These ads ran without a disclaimer,≤100,2
110993941170214,ChidoBook,These ads ran without a disclaimer,≤100,1
109110265433100,Magic1674-07,These ads ran without a disclaimer,≤100,1
1518855074826897,Bex Auto,These ads ran without a disclaimer,≤100,1
323965995056237,OpossumSauce,These ads ran without a disclaimer,≤100,1
860384980759817,MrWish6000,These ads ran without a disclaimer,≤100,4
103579407835091,Anas Shaheen - أنس شاهين,These ads ran without a disclaimer,≤100,1
106505792036423,alt1tude_,These ads ran without a disclaimer,≤100,1
104763178714577,Gels MDPI,These ads ran without a disclaimer,≤100,1
114459501556450,C301-16,These ads ran without a disclaimer,≤100,2
109150544704580,Lincoln Corners Pakistan,These ads ran without a disclaimer,≤100,3
414718878625776,Hackster.io,These ads ran without a disclaimer,≤100,1
105078391598594,To Be Or,These ads ran without a disclaimer,≤100,1
102538795925802,Solo_tech_VPN,These ads ran without a disclaimer,≤100,1
1408043319231312,VPNoverview,These ads ran without a disclaimer,≤100,1
108331158466980,Woyanay Tigray Media,These ads ran without a disclaimer,≤100,1
106381365288267,First Nations Writers Festival International Ltd,These ads ran without a disclaimer,≤100,2
207242941103,The Deen Show,These ads ran without a disclaimer,≤100,2
102346172649666,FastNet Proxy,These ads ran without a disclaimer,≤100,1
102843482324271,Health & Wellness Gazette,These ads ran without a disclaimer,≤100,1
109018655001901,Iamlove.tv,These ads ran without a disclaimer,≤100,1
103152251918116,Panda Report,These ads ran without a disclaimer,≤100,1
103156315107962,Sophia Morales,These ads ran without a disclaimer,≤100,1
115862384784242,Mc01-17,These ads ran without a disclaimer,≤100,2
103966322417697,"Jiangxi, China",These ads ran without a disclaimer,≤100,1
112221226917224,RPS,These ads ran without a disclaimer,≤100,1
501402253315190,SavingGanesh.org - ElephantsNow,These ads ran without a disclaimer,≤100,4
260107092232,Independent,These ads ran without a disclaimer,≤100,2
231041017746954,California.com,These ads ran without a disclaimer,≤100,1
10423517786,Harvard Business Review,These ads ran without a disclaimer,≤100,1
116903371340094,C301-09,These ads ran without a disclaimer,≤100,1
103741095195900,AP Thai_Townhome,These ads ran without a disclaimer,≤100,1
108819591941425,Spotlight Media Corp,These ads ran without a disclaimer,≤100,1
107117445556367,Dragons Tell Tales,These ads ran without a disclaimer,≤100,1
102264479106518,Crystals MDPI,These ads ran without a disclaimer,≤100,1
112177278825671,King's College London Alumni,These ads ran without a disclaimer,≤100,5
136235250405370,The Fashion Ball,These ads ran without a disclaimer,≤100,1
101138836304674,Dave Sharpe,These ads ran without a disclaimer,≤100,1
112092784896737,tare.alba,These ads ran without a disclaimer,≤100,1
100168528978115,It's Time to Chill,These ads ran without a disclaimer,≤100,5
124675057404138,"Rudong, Nantong",These ads ran without a disclaimer,≤100,1
1668962933352995,Viden på Tværs,These ads ran without a disclaimer,≤100,1
629197097193241,Success Resources,These ads ran without a disclaimer,≤100,3
1543000112660498,JAC Motors Global,These ads ran without a disclaimer,≤100,1
1453997771525853,Impact Guru,These ads ran without a disclaimer,≤100,1
106528855197213,Yes Please,These ads ran without a disclaimer,≤100,3
411678622607999,China International Import Expo,These ads ran without a disclaimer,≤100,2
324253041382779,Xavier Cormier,These ads ran without a disclaimer,≤100,2
1500866823533049,Daniela Silva - Reporter,These ads ran without a disclaimer,≤100,2
370710859453911,Hon. Justin Tkatchenko MP,These ads ran without a disclaimer,≤100,2
102441058153107,Dreame-Love-twice,These ads ran without a disclaimer,≤100,1
33308238802,Asian Institute of Management,These ads ran without a disclaimer,≤100,1
260914667785524,Damian Emba,These ads ran without a disclaimer,≤100,1
102269571610457,موقع أقلام حرة,These ads ran without a disclaimer,≤100,1
