Page ID,Page name,Disclaimer,Amount spent (NZD),Number of ads in Library
109746434912677,"Oleg, a Ukrainian blogger and activist",These ads ran without a disclaimer,≤100,3
436732829817775,Rotorua District Residents and Ratepayers,These ads ran without a disclaimer,≤100,2
11520477383,eMusic,These ads ran without a disclaimer,≤100,1
205495012829319,Warwick Schiller's Attuned Horsemanship,These ads ran without a disclaimer,≤100,1
104781200874792,India Sourcing Network,These ads ran without a disclaimer,≤100,1
106679671207432,GreaterWavecases,These ads ran without a disclaimer,≤100,3
144862399042078,Farmers Weekly NZ,These ads ran without a disclaimer,≤100,2
181942578499439,Auckland Fringe,These ads ran without a disclaimer,≤100,2
104502598565765,InDish,These ads ran without a disclaimer,≤100,2
110493207804890,Tygbox,These ads ran without a disclaimer,≤100,77
112566957057150,Economic and Social Distancing From China,These ads ran without a disclaimer,≤100,2
493570034512990,Handee NZ,These ads ran without a disclaimer,≤100,3
332474176829632,Robyn Collins - Shantari,These ads ran without a disclaimer,≤100,1
101566545015544,New Page,These ads ran without a disclaimer,≤100,5
135053636508786,VISME,These ads ran without a disclaimer,≤100,2
203970686287562,Sustainability Trust,Sustainability Trust,≤100,1
102847104779940,Dreame-SUE,These ads ran without a disclaimer,≤100,11
733163133536275,Matley,These ads ran without a disclaimer,≤100,1
104969111947161,Nature In My Backyard - Christchurch,These ads ran without a disclaimer,≤100,1
103941586818156,Destination KRL,These ads ran without a disclaimer,≤100,4
730238507162118,Cryptonary,These ads ran without a disclaimer,≤100,3
415909055430625,Pacific Lawyers Association,These ads ran without a disclaimer,≤100,1
100250915122908,Gamer's Spot,These ads ran without a disclaimer,≤100,5
109426654057676,Islamic State Watch - NZ,These ads ran without a disclaimer,≤100,4
100319651316135,Alexis Poppelbaum - Hibiscus and Bays Local Board,These ads ran without a disclaimer,≤100,2
102030761568309,George Ngatai for Takanini,These ads ran without a disclaimer,≤100,1
1600398950259260,Envirosax,These ads ran without a disclaimer,≤100,2
302622200143668,Soextraluxe,These ads ran without a disclaimer,≤100,58
100124761550052,Gymgenix,These ads ran without a disclaimer,≤100,1
20373776304,WWF,These ads ran without a disclaimer,≤100,5
250289965916061,Headway,These ads ran without a disclaimer,≤100,1
100693065943976,Philips Monitors,These ads ran without a disclaimer,≤100,1
113004653809638,Mark Simiona Greens Candidate for Panmure Ōtāhuhu,These ads ran without a disclaimer,≤100,1
103126412279077,Peaceful governor,These ads ran without a disclaimer,≤100,1
100171679493276,Ren Haskell for Whangārei Urban General Ward,Ren Haskell,≤100,1
110006422440341,The Early Warning Network,These ads ran without a disclaimer,≤100,1
163372173727410,South Canterbury Chamber of Commerce,South Canterbury Chamber of Commerce,≤100,1
440544503154879,Klinio - Diabetes Management App,These ads ran without a disclaimer,≤100,2
103543655840463,Story Blitz,These ads ran without a disclaimer,≤100,1
504880190000384,Vegan Outfitters,These ads ran without a disclaimer,≤100,3
112024770595837,EVUp,These ads ran without a disclaimer,≤100,1
178555588831570,Lenovo Australia and New Zealand,These ads ran without a disclaimer,≤100,1
159712001262768,Hitachi Oceania,These ads ran without a disclaimer,≤100,2
103039931037079,Green Vote Crow,These ads ran without a disclaimer,≤100,1
106771231108990,Abiding Matters,These ads ran without a disclaimer,≤100,1
345213695613071,The New You - Healthy Weight Loss,These ads ran without a disclaimer,≤100,1
207575975926595,Nayland College Official,These ads ran without a disclaimer,≤100,1
532760926743293,One Mahurangi Business Association,These ads ran without a disclaimer,≤100,1
355798467828821,Cambridge Grains,These ads ran without a disclaimer,≤100,1
168437066581920,Royston Hospital,These ads ran without a disclaimer,≤100,1
104788439556984,QV,These ads ran without a disclaimer,≤100,1
35731175856,Deutsche Grammophon - DG,These ads ran without a disclaimer,≤100,1
102686305348695,Hazara Association of Canterbury,These ads ran without a disclaimer,≤100,1
107210465017259,Mund,These ads ran without a disclaimer,≤100,10
456632548063995,TopstepFX,These ads ran without a disclaimer,≤100,6
1572784799682974,Armstrong Murray,These ads ran without a disclaimer,≤100,10
148225508730,Mrs Rogers,These ads ran without a disclaimer,≤100,1
408551919284542,Dating Beyond Borders,These ads ran without a disclaimer,≤100,11
201930100306561,Lawrence Yule MP,These ads ran without a disclaimer,≤100,1
371024799707292,BIG JOE GREEN,These ads ran without a disclaimer,≤100,1
111997820583272,Intimissio Cups,These ads ran without a disclaimer,≤100,29
111827180566976,Seamless Lingerie,These ads ran without a disclaimer,≤100,6
1812067842373286,Vote Mike KEEFE for Rotorua TRUST - Absolutely Positively Rotorua,These ads ran without a disclaimer,≤100,1
1213411662009968,Techweek NZ,These ads ran without a disclaimer,≤100,1
285519108276605,Tracey Grover- L J Hooker Cambridge REAA 2008,These ads ran without a disclaimer,≤100,1
609095029273579,Shae MacMillan,These ads ran without a disclaimer,≤100,1
107446828691508,wgtn_stem,These ads ran without a disclaimer,≤100,1
111100840266377,Wacko Jaco,These ads ran without a disclaimer,≤100,3
1267847689952415,NgataiLive,These ads ran without a disclaimer,≤100,1
556307827738113,Paul Lonsdale - Council Candidate for Halswell,These ads ran without a disclaimer,≤100,1
961333613891419,Smarthome.com.au,These ads ran without a disclaimer,≤100,3
186328261420818,Kannangara Thomson,These ads ran without a disclaimer,≤100,1
510298975698208,Carson's Bookshop,These ads ran without a disclaimer,≤100,1
14590437963,Louise Upston MP,Louise Upston MP,≤100,2
116706926839633,Braindom,These ads ran without a disclaimer,≤100,14
103761888952319,Stuff,These ads ran without a disclaimer,≤100,1
106814314427383,New Zealand Marathi Mitra Mandal,These ads ran without a disclaimer,≤100,1
269409683568025,Ministry of Social Development NZ,These ads ran without a disclaimer,≤100,1
179219238757625,"APCON, Inc.",These ads ran without a disclaimer,≤100,2
100176992215024,At Home Breeze,These ads ran without a disclaimer,≤100,1
108580275872395,Stuart Nash MP,These ads ran without a disclaimer,≤100,1
104583195560463,nomoreheroics_comic,These ads ran without a disclaimer,≤100,1
1081924551889427,Wellington Boxing Gym,These ads ran without a disclaimer,≤100,3
21474437688,Deloitte,These ads ran without a disclaimer,≤100,5
613387015679741,Newtown Salvation Army Worship & Community Centre,Christina Mary Tyson,≤100,1
113676814984050,Womens Weight Loss Plan,These ads ran without a disclaimer,≤100,1
1193290684024834,Immigration Trust,These ads ran without a disclaimer,≤100,3
437579649630606,Sticky Fingers Cafe,Jasvir Kaur Gandhara,≤100,1
101287398744413,BrainFood TV,These ads ran without a disclaimer,≤100,2
1173708802772796,D.Matthews,These ads ran without a disclaimer,≤100,1
115182671175556,Tyla Harrison-Hunt for Riccarton,Pari Tyla Deacon Harrison-Hunt,≤100,1
614000791983893,Support disability worldwide,These ads ran without a disclaimer,≤100,9
251368271594128,Expat & Offshore,These ads ran without a disclaimer,≤100,3
1380498935559739,Hon Jenny Salesa MP,"NZ Labour Party, Auth by T Grigg, 160 Willis St WLG",≤100,1
1381029645342470,Dame Changer,These ads ran without a disclaimer,≤100,1
100635658746793,Martin Coup BLNZ,Bradley John Brosnan,≤100,1
110318055319656,GenLend,These ads ran without a disclaimer,≤100,1
100143622312717,Vita Nova - Immigration Specialists,These ads ran without a disclaimer,≤100,1
421163041769790,Alan Blanche,These ads ran without a disclaimer,≤100,1
104960338999570,Dan Tasker for Waitomo District Council 2022,Daniel Stuart Tasker,≤100,1
110233117371276,Ada Xiao ACT New Plymouth,Wen Xiao,≤100,1
231968760167292,Capital & Coast District Health Board (CCDHB),VUWSA - Victoria University of Wellington Students' Association,≤100,1
426197657721323,Kaipara ki Mahurangi Labour,Andrew Rumbles,≤100,1
99519176487,Scoop Independent News,These ads ran without a disclaimer,≤100,1
111291957332551,VisaLegal,These ads ran without a disclaimer,≤100,1
628964323936026,Caleb Griffioen at Harcourts gold,Caleb Griffioen,≤100,1
123375421154267,Duncan Webb Labour MP for Christchurch Central,"NZ Labour Party, Auth by R Salmond, 160 Willis St WLG",≤100,1
111263781641541,Art Brain New Zealand,These ads ran without a disclaimer,≤100,1
179902695518847,Kelvin Clout for TECT,Kelvin Gordon Clout,≤100,1
103206091554293,New Conservative Mt Albert,Daniel Lambert Reurich,≤100,1
102777428098141,Misfit Garden,These ads ran without a disclaimer,≤100,1
118048548206750,One Percent Collective,These ads ran without a disclaimer,≤100,1
102518049092779,Kingmakers NZ,These ads ran without a disclaimer,≤100,1
982395615112798,New Zealand Anti-Rodeo Coalition,These ads ran without a disclaimer,≤100,1
551191595329806,Carl Mann - The Mortgage Supply Co Wellington,These ads ran without a disclaimer,≤100,1
720702917960424,Central Landscape & Garden Supplies,These ads ran without a disclaimer,≤100,1
410207675813214,"Loan Market Queenstown, Wanaka and Central Otago",These ads ran without a disclaimer,≤100,1
103235542071356,The Medicine Gap,These ads ran without a disclaimer,≤100,1
108263658013646,Stop Asian Hate,These ads ran without a disclaimer,≤100,1
201340000036663,Ashburton District Council,These ads ran without a disclaimer,≤100,2
480305829018059,Badland Brawl,These ads ran without a disclaimer,≤100,1
488970467798203,Global Mission - Presbyterian Church of Aotearoa New Zealand,These ads ran without a disclaimer,≤100,1
122766634450325,Future Skills,These ads ran without a disclaimer,≤100,1
104475668006882,PowerFinance,These ads ran without a disclaimer,≤100,1
190343006511,Dane Myers,These ads ran without a disclaimer,≤100,12
21714516610,Servilles Academy,These ads ran without a disclaimer,≤100,3
142802219100929,Light House Cinema,These ads ran without a disclaimer,≤100,1
284465008361081,Sam Miller,These ads ran without a disclaimer,≤100,1
215002615202055,Schneider Electric,These ads ran without a disclaimer,≤100,1
103255785212212,Bite and Sip Cafe,These ads ran without a disclaimer,≤100,2
112206633675873,Lourdes Vano,These ads ran without a disclaimer,≤100,1
111924400372520,deleila_kelly,These ads ran without a disclaimer,≤100,1
128925680474602,Te Taumata Toi-a-Iwi,These ads ran without a disclaimer,≤100,1
106429524792923,Easy reading,These ads ran without a disclaimer,≤100,2
101727765785893,Swanoceans,These ads ran without a disclaimer,≤100,1
170147751239181,Dreame-RISING,These ads ran without a disclaimer,≤100,1
102394101663244,Romance L i b r a r y,These ads ran without a disclaimer,≤100,1
261982733906722,Spiritual Ecology: Emergence Magazine,These ads ran without a disclaimer,≤100,2
142062949157325,Ministry for Pacific Peoples,These ads ran without a disclaimer,≤100,1
391977524258500,Willow-Jean Prime,These ads ran without a disclaimer,≤100,1
101894826563370,Sotheby's,These ads ran without a disclaimer,≤100,2
103729701355942,Dreame-Book-lover,These ads ran without a disclaimer,≤100,2
100103048033343,Mark Crofskey,These ads ran without a disclaimer,≤100,4
106500615039115,Ngāti Hine Health Trust,These ads ran without a disclaimer,≤100,1
103247138360666,Rise Against ACC NZ,These ads ran without a disclaimer,≤100,1
1814207775556201,Popular Everything,These ads ran without a disclaimer,≤100,8
117138560088689,Lavender&Lilacs,These ads ran without a disclaimer,≤100,2
598152343540495,Te Pūtahi Centre for Architecture and City Making,These ads ran without a disclaimer,≤100,5
100357122820239,Jess Hona for Hamilton East Ward,Jessica Rose Referangi Hona,≤100,1
106660327726637,Atlantic Fellows for Social Equity - AFSE,These ads ran without a disclaimer,≤100,2
487602534782883,Laura Hartley,These ads ran without a disclaimer,≤100,6
411827448876231,Amy Taylor Kabbaz,These ads ran without a disclaimer,≤100,9
101207422298520,Aroma Reuse,These ads ran without a disclaimer,≤100,6
103497027790225,Fonos,These ads ran without a disclaimer,≤100,5
223877124302638,Wheeler Motor Company,These ads ran without a disclaimer,≤100,1
246635878698248,E Tipu E Rea Whānau,These ads ran without a disclaimer,≤100,1
1149077435152116,Geoff Taylor - Hamilton City Council,These ads ran without a disclaimer,≤100,2
672213709587525,Troy Mihaka,These ads ran without a disclaimer,≤100,3
101051643669816,Women's Empowerment Principles New Zealand,These ads ran without a disclaimer,≤100,2
856797691154892,Rasbrie,Rasbrie,≤100,3
684504081679240,Green Business HQ,These ads ran without a disclaimer,≤100,1
125292411482862,New Zealand Ministry of Foreign Affairs and Trade,These ads ran without a disclaimer,≤100,3
214351281833,Dassault Systèmes,These ads ran without a disclaimer,≤100,3
134883759881006,WORD Christchurch,These ads ran without a disclaimer,≤100,1
101543445201080,Positively Pacific,These ads ran without a disclaimer,≤100,1
100686635672345,Carlos Alvarado,These ads ran without a disclaimer,≤100,8
257097317688331,So They Can,These ads ran without a disclaimer,≤100,2
154641117098,Thinking Matters,These ads ran without a disclaimer,≤100,3
107134722709849,Holistic Hair,These ads ran without a disclaimer,≤100,6
610123079148126,Omega Plus,These ads ran without a disclaimer,≤100,3
322556532312,Waikato Chamber of Commerce,These ads ran without a disclaimer,≤100,1
74410368422,Mental Health Foundation of New Zealand,These ads ran without a disclaimer,≤100,5
100213462467551,Free Fares NZ,These ads ran without a disclaimer,≤100,1
997994283669092,Agnes Loheni,These ads ran without a disclaimer,≤100,1
